1,Which of the following is the most common way of implementing C++?,C++ programs are directly compiled into native code by a compiler,C++ programs are first compiled to intermediate code by a compiler then executed by virtual space,C++ programs are directly compiled into native code by a compiler,C++ programs are first compiled to intermediate code by a compiler then executed by virtual space,C++ programs are interpereted by an interpreter,C++ editor directly compiles and executes the program,c
1,Which header file should we include for using std::auto_ptr?,<memory>,<alloc>,<memory>,<alloc>,<autoptr>,<smartptr>,a
1,Which of the following operators can be implemented as a nonmember operator?,# (pre processor directive),( ) (function call operator),# (pre processor directive),( ) (function call operator),[ ] (array access operator),#ERROR!,c
1,What is the implicit pointer that is passed as the first argument for nonstatic member functions?,self’ pointer,std::auto_ptr pointer,self’ pointer,std::auto_ptr pointer,myself’ pointer,this’ pointer,d
1,Which of the following operators can be overloaded?,. (dot or member access operator),& (address-of operator),. (dot or member access operator),& (address-of operator),sizeof operator,?: (conditional operator),d
1,Which of the following operator cannot be overloaded?,NAME?,Equality operator (==),NAME?,Equality operator (==),Arrow operator (->),Scope resolution operator (::),a
1,Which of the following operators below allow to define the member functions of a class outside the class?,::,?,::,?,:?,%,a
1,Which of the following is not a valid conditional inclusions in preprocessor directives,#ifdef,#ifundef,#ifdef,#ifundef,#endif,#elif,a
1,Which of the following is not a standard exception built in C++.,std::bad_creat,std::bad_alloc,std::bad_creat,std::bad_alloc,std::bad_cast,std::bad_typeid,b
1,"If a member needs to have unique value for all the objects of that same class, declare the member as",Global variable outside class,Local variable inside constructor,Global variable outside class,Local variable inside constructor,Static variable inside class,Dynamic variable inside class,a
1,"Under which of the following circumstances, synchronization takes place?",When file is closed,When buffer is empty,When file is closed,When buffer is empty,"Explicitly, with manipulators",Both b & c,b
1,Which of the following functions below can be used Allocate space for array in memory?,calloc(),malloc(),calloc(),malloc(),realloc(),Both a & b,d
1,Which of the following is not a valid conditional inclusions in preprocessor directives,#ifdef,#ifundef,#ifdef,#ifundef,#endif,#elif,a
1,"Value of a in a = (b = 5, b + 5); is",Junk value,Syntax error,Junk value,Syntax error,5,10,b
1,Minimum number of temporary variable needed to swap the contents of 2 variables is:,1,2,1,2,3,0,d
1,There is nothing like a virtual constructor of a class.,FALSE,TRUE,FALSE,TRUE,,,a
1,C++ provides facility to specify that the compiler should match function calls with the correct definition at the run time. This process is called as,Static Binding,Dynamic Binding,Static Binding,Dynamic Binding,,,b
1,"The output of this program is :
 Int
 main () { cout << ""Hello World!"" return 0; }",Hello World,Syntax error,Hello World,Syntax error,0,Hello World!,b
2,"The return value of the following code is
 Class1& test(Class1 obj)
 {
 Class1 *ptr = new Class1();
 .........
 return ptr;
 }",object of class 1,reference to ptr,object of class 1,reference to ptr,reference to class1,object pointed by ptr,b
2,"The output of
 {
 int a = 5; int b = 10;
 cout << (a>b?a:b);
 }",5,10,5,10,Syntax Error,None of the above,b
2,"The output of this program is
 int a = 10; void main()
 {
 int a = 20;
 cout << a << ::a;
 }",Syntax Error,10 20,Syntax Error,10 20,20 10,20 20,c
2,"Observe following program and answer
 class Example{ public: int a,b,c; Example(){a=b=c=1;}
 //Constructor 1
 Example(int a){a = a; b = c = 1;}
 //Constructor 2
 Example(int a,int b){a = a; b = b; c = 1;}
 //Constructor 3
 Example(int a,int b,int c){ a = a; b = b; c = c;}
 //Constructor 4
 }
 In the above example of constructor overloading, the following statement will call which constructor",Constructor 2,Constructor 4,Constructor 2,Constructor 4,Constructor 1,Type mismatch error,b
